"","RC_ID","supergroupID","supergroupName","groupID","groupName"
"1009","RC_EW_5416","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1010","RC_EW_5419","4","Traditional high streets and market towns","4.2","Indie high streets"
"1011","RC_EW_542","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1012","RC_EW_5421","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1013","RC_EW_5423","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1014","RC_EW_5425","4","Traditional high streets and market towns","4.2","Indie high streets"
"1015","RC_EW_5428","4","Traditional high streets and market towns","4.2","Indie high streets"
"1016","RC_EW_543","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1017","RC_EW_5430","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1018","RC_EW_5431","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1019","RC_EW_5433","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1020","RC_EW_5435","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1021","RC_EW_5446","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1022","RC_EW_5449","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1023","RC_EW_5452","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1024","RC_EW_5454","4","Traditional high streets and market towns","4.2","Indie high streets"
"1025","RC_EW_5458","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1026","RC_EW_5459","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1027","RC_EW_5461","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1028","RC_EW_5476","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1029","RC_EW_5486","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1030","RC_EW_549","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1031","RC_EW_5498","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1032","RC_EW_5504","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1033","RC_EW_5506","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1034","RC_EW_5509","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1035","RC_EW_5521","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1036","RC_EW_5525","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1037","RC_EW_554","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1038","RC_EW_5557","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1039","RC_EW_5563","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1040","RC_EW_5564","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1041","RC_EW_5568","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1042","RC_EW_5574","4","Traditional high streets and market towns","4.2","Indie high streets"
"1043","RC_EW_5576","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1044","RC_EW_558","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1045","RC_EW_5584","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1046","RC_EW_5585","4","Traditional high streets and market towns","4.2","Indie high streets"
"1047","RC_EW_5586","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1048","RC_EW_5594","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"1049","RC_EW_5595","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1050","RC_EW_562","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1051","RC_EW_5630","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1052","RC_EW_5632","4","Traditional high streets and market towns","4.2","Indie high streets"
"1053","RC_EW_5633","4","Traditional high streets and market towns","4.2","Indie high streets"
"1054","RC_EW_5638","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1055","RC_EW_5642","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1056","RC_EW_5648","4","Traditional high streets and market towns","4.2","Indie high streets"
"1057","RC_EW_5659","4","Traditional high streets and market towns","4.2","Indie high streets"
"1058","RC_EW_5663","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1059","RC_EW_5671","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1060","RC_EW_5675","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"1061","RC_EW_5678","4","Traditional high streets and market towns","4.2","Indie high streets"
"1062","RC_EW_5682","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1063","RC_EW_5683","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"1064","RC_EW_5689","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1065","RC_EW_5699","4","Traditional high streets and market towns","4.2","Indie high streets"
"1066","RC_EW_5701","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1067","RC_EW_5712","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1068","RC_EW_572","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1069","RC_EW_5725","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1070","RC_EW_5727","4","Traditional high streets and market towns","4.2","Indie high streets"
"1071","RC_EW_5736","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1072","RC_EW_5738","4","Traditional high streets and market towns","4.2","Indie high streets"
"1073","RC_EW_5739","4","Traditional high streets and market towns","4.2","Indie high streets"
"1074","RC_EW_574","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1075","RC_EW_5741","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1076","RC_EW_5742","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1077","RC_EW_5743","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"1078","RC_EW_5746","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1079","RC_EW_5752","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1080","RC_EW_5767","4","Traditional high streets and market towns","4.2","Indie high streets"
"1081","RC_EW_577","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1082","RC_EW_5770","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1083","RC_EW_5778","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1084","RC_EW_5786","4","Traditional high streets and market towns","4.2","Indie high streets"
"1085","RC_EW_5787","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1086","RC_EW_5809","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1087","RC_EW_5811","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1088","RC_EW_5815","4","Traditional high streets and market towns","4.2","Indie high streets"
"1089","RC_EW_590","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1090","RC_EW_600","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1091","RC_EW_6000","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1092","RC_EW_6001","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"1093","RC_EW_6002","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1094","RC_EW_61","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1095","RC_EW_612","4","Traditional high streets and market towns","4.2","Indie high streets"
"1096","RC_EW_622","4","Traditional high streets and market towns","4.2","Indie high streets"
"1097","RC_EW_623","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1098","RC_EW_629","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1099","RC_EW_654","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1100","RC_EW_658","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1101","RC_EW_664","4","Traditional high streets and market towns","4.2","Indie high streets"
"1102","RC_EW_671","4","Traditional high streets and market towns","4.2","Indie high streets"
"1103","RC_EW_672","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1104","RC_EW_675","4","Traditional high streets and market towns","4.2","Indie high streets"
"1105","RC_EW_677","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1106","RC_EW_68","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1107","RC_EW_685","4","Traditional high streets and market towns","4.2","Indie high streets"
"1108","RC_EW_688","4","Traditional high streets and market towns","4.2","Indie high streets"
"1109","RC_EW_697","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1110","RC_EW_704","4","Traditional high streets and market towns","4.2","Indie high streets"
"1111","RC_EW_705","4","Traditional high streets and market towns","4.2","Indie high streets"
"1112","RC_EW_708","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1113","RC_EW_71","4","Traditional high streets and market towns","4.2","Indie high streets"
"1114","RC_EW_712","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1115","RC_EW_718","4","Traditional high streets and market towns","4.2","Indie high streets"
"1116","RC_EW_72","4","Traditional high streets and market towns","4.2","Indie high streets"
"1117","RC_EW_720","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"1118","RC_EW_723","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1119","RC_EW_724","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1120","RC_EW_731","4","Traditional high streets and market towns","4.2","Indie high streets"
"1121","RC_EW_735","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1122","RC_EW_738","4","Traditional high streets and market towns","4.2","Indie high streets"
"1123","RC_EW_740","4","Traditional high streets and market towns","4.2","Indie high streets"
"1124","RC_EW_741","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1125","RC_EW_742","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"1126","RC_EW_751","4","Traditional high streets and market towns","4.2","Indie high streets"
"1127","RC_EW_767","4","Traditional high streets and market towns","4.2","Indie high streets"
"1128","RC_EW_769","4","Traditional high streets and market towns","4.2","Indie high streets"
"1129","RC_EW_77","4","Traditional high streets and market towns","4.2","Indie high streets"
"1130","RC_EW_772","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1131","RC_EW_773","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1132","RC_EW_776","4","Traditional high streets and market towns","4.2","Indie high streets"
"1133","RC_EW_777","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1134","RC_EW_779","4","Traditional high streets and market towns","4.2","Indie high streets"
"1135","RC_EW_792","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1136","RC_EW_793","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1137","RC_EW_80","4","Traditional high streets and market towns","4.2","Indie high streets"
"1138","RC_EW_804","4","Traditional high streets and market towns","4.2","Indie high streets"
"1139","RC_EW_807","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1140","RC_EW_819","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"1141","RC_EW_82","4","Traditional high streets and market towns","4.2","Indie high streets"
"1142","RC_EW_826","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1143","RC_EW_836","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1144","RC_EW_837","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1145","RC_EW_843","4","Traditional high streets and market towns","4.2","Indie high streets"
"1146","RC_EW_848","4","Traditional high streets and market towns","4.2","Indie high streets"
"1147","RC_EW_852","4","Traditional high streets and market towns","4.2","Indie high streets"
"1148","RC_EW_855","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1149","RC_EW_862","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1150","RC_EW_876","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1151","RC_EW_879","4","Traditional high streets and market towns","4.2","Indie high streets"
"1152","RC_EW_891","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1153","RC_EW_90","4","Traditional high streets and market towns","4.2","Indie high streets"
"1154","RC_EW_903","4","Traditional high streets and market towns","4.2","Indie high streets"
"1155","RC_EW_904","4","Traditional high streets and market towns","4.2","Indie high streets"
"1156","RC_EW_911","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1157","RC_EW_920","4","Traditional high streets and market towns","4.2","Indie high streets"
"1158","RC_EW_923","4","Traditional high streets and market towns","4.2","Indie high streets"
"1159","RC_EW_925","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1160","RC_EW_933","4","Traditional high streets and market towns","4.2","Indie high streets"
"1161","RC_EW_936","4","Traditional high streets and market towns","4.2","Indie high streets"
"1162","RC_EW_944","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1163","RC_EW_946","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1164","RC_EW_948","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"1165","RC_EW_952","4","Traditional high streets and market towns","4.2","Indie high streets"
"1166","RC_EW_954","4","Traditional high streets and market towns","4.2","Indie high streets"
"1167","RC_EW_957","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1168","RC_EW_958","4","Traditional high streets and market towns","4.2","Indie high streets"
"1169","RC_EW_966","4","Traditional high streets and market towns","4.2","Indie high streets"
"1170","RC_EW_969","4","Traditional high streets and market towns","4.2","Indie high streets"
"1171","RC_EW_97","4","Traditional high streets and market towns","4.2","Indie high streets"
"1172","RC_EW_971","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1173","RC_EW_979","4","Traditional high streets and market towns","4.2","Indie high streets"
"1174","RC_EW_982","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1175","RC_EW_995","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1176","RC_EW_998","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1177","RC_SC_1","4","Traditional high streets and market towns","4.2","Indie high streets"
"1178","RC_SC_110","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1179","RC_SC_116","4","Traditional high streets and market towns","4.2","Indie high streets"
"1180","RC_SC_120","4","Traditional high streets and market towns","4.2","Indie high streets"
"1181","RC_SC_122","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1182","RC_SC_135","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1183","RC_SC_136","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1184","RC_SC_138","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1185","RC_SC_145","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1186","RC_SC_146","4","Traditional high streets and market towns","4.2","Indie high streets"
"1187","RC_SC_15","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1188","RC_SC_151","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1189","RC_SC_1642","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"1190","RC_SC_166","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1191","RC_SC_169","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1192","RC_SC_17","4","Traditional high streets and market towns","4.2","Indie high streets"
"1193","RC_SC_1712","4","Traditional high streets and market towns","4.2","Indie high streets"
"1194","RC_SC_18","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1195","RC_SC_187","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1196","RC_SC_19","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1197","RC_SC_199","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1198","RC_SC_215","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1199","RC_SC_217","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1200","RC_SC_226","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1201","RC_SC_229","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1202","RC_SC_241","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1203","RC_SC_244","4","Traditional high streets and market towns","4.2","Indie high streets"
"1204","RC_SC_257","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1205","RC_SC_272","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1206","RC_SC_275","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1207","RC_SC_279","4","Traditional high streets and market towns","4.2","Indie high streets"
"1208","RC_SC_28","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1209","RC_SC_280","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"1210","RC_SC_283","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1211","RC_SC_29","4","Traditional high streets and market towns","4.2","Indie high streets"
"1212","RC_SC_3","4","Traditional high streets and market towns","4.2","Indie high streets"
"1213","RC_SC_311","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1214","RC_SC_319","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1215","RC_SC_32","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"1216","RC_SC_328","4","Traditional high streets and market towns","4.2","Indie high streets"
"1217","RC_SC_332","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1218","RC_SC_335","4","Traditional high streets and market towns","4.2","Indie high streets"
"1219","RC_SC_336","4","Traditional high streets and market towns","4.2","Indie high streets"
"1220","RC_SC_347","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1221","RC_SC_35","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1222","RC_SC_352","4","Traditional high streets and market towns","4.2","Indie high streets"
"1223","RC_SC_355","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1224","RC_SC_357","4","Traditional high streets and market towns","4.2","Indie high streets"
"1225","RC_SC_36","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1226","RC_SC_368","4","Traditional high streets and market towns","4.2","Indie high streets"
"1227","RC_SC_373","4","Traditional high streets and market towns","4.2","Indie high streets"
"1228","RC_SC_381","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"1229","RC_SC_382","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"1230","RC_SC_39","4","Traditional high streets and market towns","4.2","Indie high streets"
"1231","RC_SC_41","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1232","RC_SC_43","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1233","RC_SC_48","4","Traditional high streets and market towns","4.2","Indie high streets"
"1234","RC_SC_54","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"1235","RC_SC_55","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1236","RC_SC_62","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1237","RC_SC_66","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"1238","RC_SC_69","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"1239","RC_SC_7","4","Traditional high streets and market towns","4.2","Indie high streets"
"1240","RC_SC_71","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1241","RC_SC_75","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"1242","RC_SC_77","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1243","RC_SC_82","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1244","RC_SC_89","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"1245","RC_SC_90","4","Traditional high streets and market towns","4.2","Indie high streets"
